scope,spoken_form,action,language_scope,lists_used,source
vscode,test stop,"key(""ctrl-; ctrl-x"")",,,apps\custom_visual_studio_code.talon
vscode,test reload,"key(""ctrl-; ctrl-r"")",,,apps\custom_visual_studio_code.talon
vscode,edge search," user.vscode(""editor.action.selectAll"") user.vscode(""editor.action.clipboardCopyAction"") clipboard = clip.text() #clipboard = user.replaced_text(clipboard, "" "", ""+"") user.switcher_focus(""msedge.exe"") key(ctrl-t) sleep(600ms) insert(clipboard) sleep(100ms) key(enter)",,,apps\custom_visual_studio_code.talon
vscode,find next [<user.text>]," key(ctrl-f) sleep(100ms) insert(text or """")",,,apps\custom_visual_studio_code.talon
vscode,set selection,"user.vscode(""editor.action.setSelectionAnchor"")",,,apps\custom_visual_studio_code.talon
vscode,get selection,"user.vscode(""editor.action.goToSelectionAnchor"")",,,apps\custom_visual_studio_code.talon
vscode,cursor up,"user.vscode(""editor.action.insertCursorAbove"")",,,apps\custom_visual_studio_code.talon
vscode,cursor down,"user.vscode(""editor.action.insertCursorBelow"")",,,apps\custom_visual_studio_code.talon
vscode,list members,"user.vscode(""editor.action.triggerSuggest"")",,,apps\custom_visual_studio_code.talon
vscode,duplicate line,"user.vscode(""editor.action.copyLinesDownAction"")",,,apps\custom_visual_studio_code.talon
vscode,search code,"user.vscode(""actions.find"")",,,apps\custom_visual_studio_code.talon
vscode,Toggle bookmark one,"user.vscode(""numberedBookmarks.toggleBookmark1"")",,,apps\custom_visual_studio_code.talon
vscode,Toggle bookmark two,"user.vscode(""numberedBookmarks.toggleBookmark2"")",,,apps\custom_visual_studio_code.talon
vscode,Toggle bookmark three,"user.vscode(""numberedBookmarks.toggleBookmark3"")",,,apps\custom_visual_studio_code.talon
vscode,go bookmark one,"user.vscode(""numberedBookmarks.jumpToBookmark1"")",,,apps\custom_visual_studio_code.talon
vscode,go bookmark two,"user.vscode(""numberedBookmarks.jumpToBookmark2"")",,,apps\custom_visual_studio_code.talon
vscode,go bookmark three,"user.vscode(""numberedBookmarks.jumpToBookmark3"")",,,apps\custom_visual_studio_code.talon
vscode,if statement," user.vscode(""editor.action.insertSnippet"") sleep(100ms) insert(""if"") key(enter)",,,apps\custom_visual_studio_code.talon
vscode,toggle sidebar,"user.vscode(""workbench.action.toggleSidebarVisibility"")",,,apps\custom_visual_studio_code.talon
vscode,toggle (panel | pain),"user.vscode(""workbench.action.togglePanel"")",,,apps\custom_visual_studio_code.talon
vscode,toggle zen mode,"user.vscode(""workbench.action.toggleZenMode"")",,,apps\custom_visual_studio_code.talon
vscode,execute query,"user.vscode(""mssql.runQuery"")",,,apps\custom_visual_studio_code.talon
vscode,object explorer focus,"user.vscode(""objectExplorer.focus"")",,,apps\custom_visual_studio_code.talon
vscode,query history,"user.vscode(""queryHistory.focus"")",,,apps\custom_visual_studio_code.talon
vscode,connections,"user.vscode(""workbench.view.connections"")",,,apps\custom_visual_studio_code.talon
vscode,copy code link," user.vscode(""gitlens.copyDeepLinkToLines"")",,,apps\custom_visual_studio_code.talon
vscode,take all,key(ctrl-a),,,apps\custom_visual_studio_code.talon
vscode,(new task) | (checkbox),key(ctrl-enter),,,apps\custom_visual_studio_code.talon
vscode,complete task,key(alt-d),,,apps\custom_visual_studio_code.talon
vscode,terminal in editor,"user.vscode(""workbench.action.createTerminalEditor"")",,,apps\custom_visual_studio_code.talon
vscode,terminal history,"user.vscode(""workbench.action.terminal.runRecentCommand"")",,,apps\custom_visual_studio_code.talon
vscode,terminal recent commands,"user.vscode(""workbench.action.terminal.runRecentCommand"")",,,apps\custom_visual_studio_code.talon
vscode,terminal recent directory,"user.vscode(""workbench.action.terminal.goToRecentDirectory"")",,,apps\custom_visual_studio_code.talon
vscode,terminal previous,"user.vscode(""workbench.action.terminal.focusPrevious"")",,,apps\custom_visual_studio_code.talon
vscode,terminal next,"user.vscode(""workbench.action.terminal.focusNext"")",,,apps\custom_visual_studio_code.talon
vscode,remove tag,"user.vscode(""editor.emmet.action.removeTag"")",,,apps\custom_visual_studio_code.talon
vscode,update tag,"user.vscode(""editor.emmet.action.updateTag"")",,,apps\custom_visual_studio_code.talon
vscode,take tag,"user.vscode(""editor.emmet.action.balanceOut"")",,,apps\custom_visual_studio_code.talon
vscode,take next,"user.vscode(""editor.emmet.action.selectNextItem"")",,,apps\custom_visual_studio_code.talon
vscode,take previous,"user.vscode(""editor.emmet.action.selectPrevItem"")",,,apps\custom_visual_studio_code.talon
vscode,wrap with abbreviation,"user.vscode(""editor.emmet.action.wrapWithAbbreviation"")",,,apps\custom_visual_studio_code.talon
vscode,expand abbreviation,"user.vscode(""editor.emmet.action.expandAbbreviation"")",,,apps\custom_visual_studio_code.talon
vscode,balance (inward),"user.vscode(""editor.emmet.action.balanceIn"")",,,apps\custom_visual_studio_code.talon
vscode,balance (outward),"user.vscode(""editor.emmet.action.balanceOut"")",,,apps\custom_visual_studio_code.talon
vscode,toggle close tag,"user.vscode(""editor.emmet.action.splitJoinTag"")",,,apps\custom_visual_studio_code.talon
vscode,merge lines,"user.vscode(""editor.emmet.action.mergeLines"")",,,apps\custom_visual_studio_code.talon
vscode,toggle comment,"user.vscode(""editor.emmet.action.toggleComment"")",,,apps\custom_visual_studio_code.talon
vscode,context last," key(ctrl-/) sleep(200ms) insert(""tools"") sleep(100ms) key(enter) insert(""last"") sleep(100ms) key(enter)",,,apps\custom_visual_studio_code.talon
vscode,pilot continue,key(ctrl-enter),,,apps\custom_visual_studio_code.talon
vscode,pilot inline,key(ctrl-i),,,apps\custom_visual_studio_code.talon
vscode,pilot completions,"user.vscode(""github.copilot.completions.toggle"")",,,apps\custom_visual_studio_code.talon
vscode,pilot new chat," user.copilot_chat("""") sleep(100ms) key(ctrl-l)",,,apps\custom_visual_studio_code.talon
vscode,pilot ask,key(ctrl-i),,,apps\custom_visual_studio_code.talon
vscode,pilot toggle,"user.vscode(""github.copilot.toggleCopilot"")",,,apps\custom_visual_studio_code.talon
vscode,pilot accept [word],key(ctrl-right),,,apps\custom_visual_studio_code.talon
vscode,pilot edits,"user.vscode(""workbench.action.chat.openEditSession"")",,,apps\custom_visual_studio_code.talon
vscode,pilot chat workspace," user.copilot_chat("""") sleep(300ms) insert(""@workspace "")",,,apps\custom_visual_studio_code.talon
vscode,pilot chat file," user.copilot_chat("""") sleep(300ms) insert(""#f"")",,,apps\custom_visual_studio_code.talon
vscode,pilot chat fix error,"user.copilot_chat(""#selection How can I /fix this error"")",,,apps\custom_visual_studio_code.talon
vscode,pilot list commands," key(ctrl-shift-p) sleep(100ms) insert(""GitHub Copilot: "")",,,apps\custom_visual_studio_code.talon
vscode,pilot voice," user.vscode(""workbench.action.chat.startVoiceChat"") speech.disable()",,,apps\custom_visual_studio_code.talon
vscode,pilot next edit,"user.vscode(""chatEditor.action.navigateNext"")",,,apps\custom_visual_studio_code.talon
vscode,pilot previous edit,"user.vscode(""chatEditor.action.navigatePrevious"")",,,apps\custom_visual_studio_code.talon
vscode,pilot fix errors," key(ctrl-/) sleep(200ms) insert(""tools"") sleep(200ms) key(enter) sleep(200ms) insert(""last"") sleep(200ms) key(enter) sleep(300ms) insert(""Please can you look at the LAST terminal command and fix these errors for me?"")",,,apps\custom_visual_studio_code.talon
vscode,pilot fix warnings," key(ctrl-/) sleep(300ms) insert(""tools"") sleep(300ms) key(enter) sleep(300ms) insert(""last"") sleep(300ms) key(enter) sleep(300ms) insert(""Please can you look at the last terminal command and fix these warnings for me?"")",,,apps\custom_visual_studio_code.talon
vscode,add context,key(ctrl-/),,,apps\custom_visual_studio_code.talon
vscode,pick model,key(ctrl-alt-.),,,apps\custom_visual_studio_code.talon
vscode,set mode,key(ctrl-.),,,apps\custom_visual_studio_code.talon
vscode,select tools,key(ctrl-shift-/),,,apps\custom_visual_studio_code.talon
vscode,draft this," key(ctrl-a) sleep(60ms) key(ctrl-c) sleep(60ms) user.vscode(""welcome.showNewFileEntries"") sleep(60ms) key(enter) sleep(60ms) key(ctrl-v)",,,apps\custom_visual_studio_code.talon
vscode,fix errors," insert(""Please Fix All Build Errors and Warnings!"") sleep(100ms) key(enter)",,,apps\custom_visual_studio_code.talon
vscode,stop the agent," mouse_move(1872, 980) mouse_click(0)",,,apps\custom_visual_studio_code.talon
vscode,run prompt [in] new [pilot]," #key(ctrl-alt-super-/) user.vscode(""workbench.action.chat.run-in-new-chat.prompt.current"")",,,apps\custom_visual_studio_code.talon
vscode,run prompt [in] [pilot], key(alt-super-/),,,apps\custom_visual_studio_code.talon
vscode,CSV filter,"user.vscode(""rainbow-csv.RBQL"")",,,apps\custom_visual_studio_code.talon
vscode,toggle bold,"user.vscode(""markdown.extension.editing.toggleBold"")",,,apps\custom_visual_studio_code.talon
vscode,toggle code block,"user.vscode(""markdown.extension.editing.toggleCodeBlock"")",,,apps\custom_visual_studio_code.talon
vscode,toggle italic,"user.vscode(""markdown.extension.editing.toggleItalic"")",,,apps\custom_visual_studio_code.talon
vscode,toggle list,"user.vscode(""markdown.extension.editing.toggleList"")",,,apps\custom_visual_studio_code.talon
vscode,toggle strikethrough,"user.vscode(""markdown.extension.editing.toggleStrikethrough"")",,,apps\custom_visual_studio_code.talon
vscode,table of contents,"user.vscode(""markdown.extension.toc.create"")",,,apps\custom_visual_studio_code.talon
vscode,markdown preview,"user.vscode(""markdown.showPreview"")",,,apps\custom_visual_studio_code.talon
vscode,toggle task,"user.vscode(""markdown.extension.checkTaskList"")",,,apps\custom_visual_studio_code.talon
vscode,copy Github link,"user.vscode(""issue.copyGithubPermalink"")",,,apps\custom_visual_studio_code.talon
vscode,error lens toggle,"user.vscode(""errorLens.toggle"")",,,apps\custom_visual_studio_code.talon
vscode,explorer build," user.vscode(""solutionExplorer.focus"") sleep(100ms) key(menu) sleep(100ms) key(down:7)",,,apps\custom_visual_studio_code.talon
vscode,explorer debug," user.vscode(""solutionExplorer.focus"") sleep(100ms) key(menu) sleep(100ms) key(up:1) sleep(100ms) key(right)",,,apps\custom_visual_studio_code.talon
vscode,T4 for inject," insert(""<#= #>"") key(left:2)",,,apps\custom_visual_studio_code.talon
vscode,make code bigger,"user.vscode(""editor.action.fontZoomIn"")",,,apps\custom_visual_studio_code.talon
vscode,make code smaller,"user.vscode(""editor.action.fontZoomOut"")",,,apps\custom_visual_studio_code.talon
vscode,zoom in,"user.vscode(""workbench.action.zoomIn"")",,,apps\custom_visual_studio_code.talon
vscode,zoom out,"user.vscode(""workbench.action.zoomOut"")",,,apps\custom_visual_studio_code.talon
vscode,keep changes,key(ctrl-enter),,,apps\custom_visual_studio_code.talon
vscode,send to pilot," key(shift-home) sleep(30ms) key(shift-right) sleep(30ms) key(ctrl-x) sleep(30ms) key(escape) sleep(30ms) insert(""please "") sleep(30ms) key(ctrl-v)",,,apps\custom_visual_studio_code.talon
vscode,pilot window toggle,"user.vscode(""workbench.action.toggleMaximizedAuxiliaryBar"")",,,apps\custom_visual_studio_code.talon
vscode,terminal window toggle,"user.vscode(""workbench.action.toggleMaximizedPanel"")",,,apps\custom_visual_studio_code.talon
DictationBoxMSP,copy only,key(alt-y),,,apps\default_box.talon
DictationBoxMSP,find text,key(alt-f),,,apps\default_box.talon
DictationBoxMSP,replace text,key(alt-r),,,apps\default_box.talon
DictationBoxMSP,front size,key(alt-o),,,apps\default_box.talon
DictationBoxMSP,clear,key(alt-c),,,apps\default_box.talon
DictationBoxMSP,search,key(alt-s),,,apps\default_box.talon
DictationBoxMSP,window,key(alt-w),,,apps\default_box.talon
microsoft_edge,tag(),browser,,,apps\edge.talon
microsoft_edge,tag(),user.tabs,,,apps\edge.talon
microsoft_edge,settings(), # Stop continuous scroll/gaze scroll with a pop user.mouse_enable_pop_stops_scroll = false # Stop pop click with 'control mouse' mode user.mouse_enable_pop_click = 0 # Stop mouse scroll down using hiss noise user.mouse_enable_hiss_scroll = false # Stopped using this because it gets triggered all the time accidentally even when breathing for example,,,apps\edge.talon
microsoft_edge,(closed tab) | (close tab),key(ctrl-w),,,apps\edge.talon
microsoft_edge,theatre mode,key(alt-t),,,apps\edge.talon
microsoft_edge,previous tab,key(ctrl-shift-tab),,,apps\edge.talon
microsoft_edge,next tab,key(ctrl-tab),,,apps\edge.talon
microsoft_edge,refresh page,key(f5),,,apps\edge.talon
microsoft_edge,skip ads," mouse_move(3546, 970)",,,apps\edge.talon
microsoft_edge,destroy drone," insert(""!drone -1"") key(enter)",,,apps\edge.talon
microsoft_edge,start drone," insert(""!drone"") key(enter)",,,apps\edge.talon
microsoft_edge,drone diagonal," insert(""!D56"") sleep(100ms) key(enter) sleep(1000ms) insert(""!R55"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,drone left," insert(""!L55"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,drone right," insert(""!R55"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,drone up," insert(""!U55"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,drone down," insert(""!D55"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,smoke on," insert(""!smokeon"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,smoke white," insert(""!smokecolor white"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,smoke red," insert(""!smokecolor red"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,smoke green," insert(""!smokecolor green"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,smoke blue," insert(""!smokecolor blue"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,smoke pink," insert(""!smokecolor pink"") sleep(100ms) key(enter)",,,apps\edge.talon
microsoft_edge,local host chan of custody," user.open_url(""https://localhost:44343/"")",,,apps\edge.talon
microsoft_edge,toggle voice,key(ctrl-shift-u),,,apps\edge.talon
microsoft_edge,pop out chat," key(alt-d right) sleep(100ms) key(shift-home) sleep(100ms) key(ctrl-c) sleep(100ms) key(ctrl-t) sleep(200ms) key(ctrl-v) sleep(100ms) insert(""/chat"") sleep(200ms) key(enter) mimic(""tab split"")",,,apps\edge.talon
microsoft_edge,tab filter,key(ctrl-shift-a),,,apps\edge.talon
microsoft_edge,go [to] top,key(ctrl-home),,,apps\edge.talon
microsoft_edge,go [to] bottom,key(ctrl-end),,,apps\edge.talon
microsoft_edge,console focus,key(ctrl-l),,,apps\edge.talon
